상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,네이버키워드,naver_store_url,store_address,store_score,visitor_review
브레드셀프,제과제빵떡케익,제과점,제과점업,별내동,37.666137968281,127.115670732881,별내동%20브레드셀프,https://m.place.naver.com/restaurant/37762021,경기 남양주시 덕송2로6번길 17 101호,4.66,/빵이 맛있어요👏🏻👏🏻👏🏻/좋아요/여기 케이크 정말 최고입니다!! 정말 찐 우유생크림이라 부드럽고 너무 맛있어요!!/평이 좋아서 방문해보았는데 맛있네요/조아요/굿/굿/친절하시고 빵이 건강하고 맛있어요/빵 너무너무 맛있어요/별내에서 가장 좋아하는 빵집이예요!!
세꼬시,일식/수산물,음식점-일식,일식 음식점업,별내동,37.6474324780884,127.124130909424,별내동%20세꼬시,https://m.place.naver.com/restaurant/35875472,경기 남양주시 별내중앙로58번길 22-9,4.22,/세꼬시 정말 맛있습니다 사장님도 친절하시고 간단하게 소주 한잔먹기 좋은 집이다/잘 먹었습니당./먹고나서 사진찍었네요 맛있게 잘먹었습니다^^/회가 도톰하니 맛있어요/도미 🥰/맛나요/신선해요/친절하고 맛있습니다/그냥 쏘쏘해요 써빙하시는분이 일하기 싫어하는 느낌/맛나요~~
별내사랑방,한식,한식/백반/한정식,한식 음식점업,별내동,37.6779513324206,127.113376574261,별내동%20별내사랑방,https://m.place.naver.com/restaurant/1576385961,경기 남양주시 순화궁로 596-5 별내사랑방,4.05,/맛있어요. 맛있어요/굿/굿/맛이 꽤나 괜찮아서 자주 혼밥하러 오는/굿/맛있어요/얼큰순대국 너무 맛있어요/친절해요/좋아요
바른치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6581014855528,127.126657650931,별내동%20바른치킨,https://m.place.naver.com/restaurant/1321952621,경기 남양주시 두물로27번길 24-5,4.5,/매장이 넓고 치킨이 맛있어요/맛있어요~ 매장이 좀 청결했으면/재료가 신선해서 좋아요/메뉴도 맛도 좋은곳! 배달해서 여러번 먹었는데 더 맛있을 것 같아 방문했는데 다신 안갈듯 ㅠㅠ 매장안에 치킨 냄새가 너무 나고 그건 그렇다 치고 화 장실 —;; 그렇네요/처음먹어봤는데 맛있네요!!/굿/별내에서 치킨은 여기로 정착!/너무맛있어요.여긴자주시켜먹어요./죠아요!/방문해서 자주 먹는데 맛있어요.
피니치니,한식,한식/백반/한정식,한식 음식점업,별내동,37.6524716458066,127.114790212112,별내동%20피니치니,https://m.place.naver.com/restaurant/36798217,"경기 남양주시 별내5로23번길 14-25 ,1층",,/맛있어요
화통삼,한식,한식/백반/한정식,한식 음식점업,별내동,37.6655933149343,127.115133127765,별내동%20화통삼,https://m.place.naver.com/restaurant/36906349,경기 남양주시 덕송2로6번길 12,4.48,"/절대 가지 마세요 맹세하는데 악성리뷰 태어나서 처음답니다 고기를 구울줄 모르면 아예 하질 말던가 15테이블중 우리까지 5테이블 있었는데 약불에 놓고 고기를 구우니 질길수밖에.... 이렇게 질긴 삼겹살 처음입니다 약불해놓고도 사람안와서 불올리고 뒤집었는데 익은상태보지도않고 대충 뒤집고는 다시약불해놓고 갑니다 그게 계속반복... 진짜 제발 저와 같은 경험 안하셨으면합니다../알바생이 매우 친절 하였으나 삼겹살이 베이컨처럼 질기고 딱딱하고 고기가 부드럽지 않았어요 .. 정말 넘 속상할만큼 가족끼리 갔는데 턱이 아파서 고 기는 재주문을 안했어요. 고기 빼고 나머지 괜찮았어요. 볶음밥은 맛있음 !/사람없어서 방문하기좋당~/굿/그냥 그럼/오겹살 맛나고 한 판에 여러가지 채소랑 같이 먹기 좋아요/좋아요/이 가게 덕분에 강황가루+삼겹살 조합을 알게됐어요ㅎㅎ 가격, 양, 맛 무난무난 좋았습니다~/이사온지 1년, 두번째 방문... 첫번째는 지인과 방문하여 정신없어 패쓰, 오늘 두번째 방문 음식 셋팅후 평상시와 같이 식사하는데 먹을수록 참신하게 맛 있고 친절함에 감사하여 늦게나마 포장음식 사진촬영합니다! 아들 공부하고 새벽에온다고 볶음밥 포장했는데 너무 정성스럽게 사장님과 스텝분이 담 아주셔서 감동했어요!!! 무엇보다 맛과 신선한 좋은재료 써주심에 별점 5개 드립니다~ 사장님 잘먹었습니다^^/삼겹살은 화통삼 ㅎㅎ 구워주시고 불쇼도 보고 찍어먹는 소스도 여러가지라 좋아요"
투썸,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6531934130934,127.117320201935,별내동%20투썸,https://m.place.naver.com/restaurant/36849400,경기 남양주시 별내5로 54 투썸플레이스 별내신도시점,4.43,"/딸 생일로 생크림 케익사서 집에와 파티하고바로 먹었는데ᆢ겉생크림은 괜찮은거 같은데 안에 빵은 눅눅하고, 특히 딸기쨈있는 부분은다 젖어있다고 해야되나? 너무 맛이 없어요! 오늘 만든거라는데 이 정도면 완전 비추입니다ㆍ생일케익인데 애들도 안 먹어서 속상해서 올립니다ㆍ/떠먹는 티라미수 6100원 생크림 소프트 쉬폰 6500원 커피는 좀 진함/한가져서 좋아요/친절해여 커피가 맛있어요 !!/거리두기도 잘되어있고 분위기도 조으네요 ㅎ/친구들과 같이 모이기 좋아요/한적해서 좋아용 과제하러 올 때 개꿀/3층까지 있어 좌석도 많고 주차장도 넓고 좋아요/2층에서 공원바라보며 마시는 커피와 디저트/주차장이 있어 편하게 커피마시기 좋아요."
피렌체테이블,양식,정통양식/경양식,서양식 음식점업,별내동,37.6501546112849,127.120631229409,별내동%20피렌체테이블,https://m.place.naver.com/restaurant/37866245,경기 남양주시 별내중앙로 84,4.33,"/별내에서 파스타 피자먹고싶을땐 무조건 피렌체테이블♡♡ 입맛까다로우신 5세 우리집 상전님 피자, 파스타 싹싹 흡입하셨네요^♡^ㅎㅎ 날이 좋아 테라스에서 오붓한 시간 잘 보내고 왔습니다!/별내 로데오 초창기부터 꾸준한 맛집 브런치 먹기도 좋은 분위기/메뉴 하나하나 정성이 느껴지는 고급진 맛이에요♡ 맛있게 싹싹 긁어먹고 나왔습니다!!/코스요리 너무 맛있었어요~ 여기 페쉐랑 이베리코 넘 좋아해서 즐겨먹는데 역시 코스요리도 가성비 쵝오예요~ 동네에서 이런 코스요리 먹을수있다는 거 제게 행운이겠죠??^^ 와인도 너무 맛있었어요~/큰딸 생일이라 남양주패밀리레스토랑을 검색해서 리뷰를 다 정독하고 괜찮다고 판단하고 방문하였으나 규모(아파트단지1층 딱 1칸짜리 작은 음식점 입니다.빕스나 아웃백정도의 규모를 생각했던 제불찰입니다)에서 일차적으로 실망하고 주차(개별주차장 없고 노상주차장이라 어플도 깔고 회원가입 도 하고 카드등록까지 쓸데없는곳에서 시간허비)로 또 실망..애들도 생각했던 분위기가 아니였는지 계속 인상쓰고있어서 사진도 안찍음..가격도 .../매장인테리어가이쁘고 직원분들이 너무친절하고 음식맛은 뭐 말할거있나요~/언제가도 맛있는 집 오전 일찍가도 식사되는 집 누굴 데려가도 엄지척!! 맛집입니다. 사장님 오래오래 가게 유지하시면 좋겠어요~/맛있어요! 주말 내내 방문했어요/동물병원갔다가 근처 반려견 동반 가능한 식당 찾다가 후기가 좋길래 갔어요. 음식도 맛있고 사장님도 친절하시더라구요./굿 친절합니다"
갈매한식부페,부페,한식부페,한식 음식점업,별내동,37.6454385434525,127.126205356664,별내동%20갈매한식부페,https://m.place.naver.com/restaurant/1038324738,경기 구리시 갈매순환로 194 신영프라자,,/밥이 맛있어서 늘같은장소로갑니다/맛있어요/사장님 넘 친절 하세요/잘 이용하고 있어요/.
니어앤디어,양식,정통양식/경양식,서양식 음식점업,별내동,37.6578614550172,127.128315163184,별내동%20니어앤디어,https://m.place.naver.com/restaurant/219419869,경기 남양주시 두물로39번길 22 1층카페,4.67,"/수플레 팬케이크 너무 맛있었어요~! 저번에 홀케이크 주문했었는데 생크림 너무 신선하고 빵시트도 촉촉하고 대만족하면서 맛있게 먹었었어용! 수플레도 궁금해서 가봤는데 너무 맛있었습니당😊👍🏻👍🏻👍🏻/수플레 촉촉하니 맛잇네용 자몽에이드도 맛잇는데..ㅠ순삭했어요 더 먹고픈ㅎㅎ/수플레 팬케이크 추천합니다/커피도 수플레도 맛있어요/히비스커스가 오천오백원인데 티백임 ㅎ/두딸과 함께 팬케이크 2개짜리를 2번 먹었어요. 달지않고 깔끔한 맛입니다./언제나 맛있습니다. 그런데 오늘, , ㅋㅋㅋ수플레안에서 빨대 비닐이 나왔네요 한참 씹다가 뭐야?하고 봤더니ㅋㅋ그래도 맛있게 먹었습니다./포장도 깔끔하게 해주시고 너무너무맛있어요 >_</니어앤디어 디저트 최고에요/수플레 플랜 맛있고,커피도 맛있어요"
뉴욕야시장,유흥주점,호프/맥주,기타 주점업,별내동,37.6668387355611,127.117804718768,별내동%20뉴욕야시장,https://m.place.naver.com/restaurant/1010904197,경기 남양주시 덕송1로55번길 14,4.12,/맛있어요. 맥주 거품부드러워요/창 열 수 있는 날씨에 분위기 너무 좋아요/맛있어요/떡볶이 맛있어여~~^^/굿/여기는 여러번 가는곳인데 음식맛도 실망시킨적이없고 사정님이 너무 친절하시고 홀이 넓어서 술마시기 쾌적합니다. 생맥맛도 끝내줍니다./굿굿/친절해요/굿/굿
DAMSO,한식,보리밥전문,한식 음식점업,별내동,37.694817338947,127.104852821326,별내동%20DAMSO,https://m.place.naver.com/restaurant/1419444011,경기 남양주시 순화궁로 798,4.19,"/고기 엄청 부드럽고 맛있어요! 냉면, 비빔국수도 다 맛있고, 친절하십니다. 최고예요~!/한우 등심 먹었어요! 고기 질도 너무 좋아서 완전 부드러워요👍🏻 고기도 잘 구워주셔서 넘 잘먹었네요~ 사장님이랑 직원분들 다 친절하셔서 기분좋았어요☺️/,,저 이런 소고기 진심 첨먹어봐요,, 리뷰를 안쓸 수가 없는 맛집,, 투플한우여도 맛이 비슷할줄 알았는데 진짜 고기퀄 다릅니다,, 소고기 별로 안좋아하 는 일행이랑 갔는데 이렇게 맛있는 소고기 첨이래요,,ㅋㅋ 밑반찬도 종류가 많고 다 맛있어서 리필해먹었네요~ 샤브샤브도 맛있고 양이 정~말 많아요,, , 샤브샤브 죽 못먹고 나온적 살면서 첨입니다,,; 샤브고기도 퀄이 쥑입니당,,ㅎㅎ 서울노원 저희집이랑도 15분 거리이고 주차장도 넓고,, 룸식당.../​ 남양주 애견동반식당이자 투뿔한우 맛집 담소는 투뿔 한우중에서도 최고등급인 9등급의 소고기만을 취급해 퀄리티와 맛 뿐만아니라 애견동반가능한 식당이예요. ​특히 펫프렌들리 식당이라고 부를만큼 사장님과 직원분들이 강아지를 여러마리키우시고있어 방문했을때에도 너무 반겨주셔서 눈치보지 않고 식사할 수 있는 몇안되는 식당이라는점. 그리고 혹시라도 반려견동반없는 고객들이 싫어하진않을까 신경쓰였던 부분들도 여기선 모두 개.../언제가도 고기가 넘 맛있어요!! 친절하시고 룸이라 좋아요/고기 맛있어요 단골입니당/한우가 넘 맛있어요!!/투쁠 9번만 먹는데 정말 맛있게 잘 먹었습니다! 좋은 식당 좋은 사장님 좋은 고기 최고네요! 이 근처에서 이만한 고기집 찾기 힘든데 잘먹고갑니다 종종 올게요!/찌개, 고기, 물냉면 다 맛있었습니다 직접 구워주셔서 편했고 아기와 갔는데도 크게 불편함이 없어서 좋았습니다^^/다른 가게보단 가격대가 좀 더 있는 것 같지만 일단 맛이 매우 좋고 직원분이 친절해서 너무 좋았어요~재방문의사 있습니다!"
별내돼지불백앗싸포차,유흥주점,호프/맥주,기타 주점업,별내동,37.6466442368017,127.125975926818,별내동%20별내돼지불백앗싸포차,https://m.place.naver.com/restaurant/1810037613,경기 남양주시 별내중앙로 36-19 스마트리치안오피스텔 104-107,4.38,/돼지불백 최고!/😆/굳굳/🙆‍♂️/맛있고 넓어서 모임하기 좋아요 메뉴도 많아요/돼지불백 진짜 맛있어요 !!!!!/굿/맛나요/구ㅅ/맛있어요
남도의향,한식,한식/백반/한정식,한식 음식점업,별내동,37.656181154524,127.103684877112,별내동%20남도의향,https://m.place.naver.com/restaurant/11882994,경기 남양주시 불암산로 146,4.35,/좋아 아주 좋아/매생이해장국 맛있네요 매생이 식감이 아주 좋아요 :)/서대구이도 바삭하고 맛있고 매생이국도 건강해지는 맛이예요~^^ 먹고나서도 속이 편안할것같은 음식들이네요~^^ 주차장도 넓고 주차하기 편했어요~/매생이 해장국 너무 맛있었어요 친절하고 깨끗해요~~^^/좋아요/맛나요/좋아요/안경쓴 아줌마 사장님이세요? 음식하시고 전화받으시고 마스크 안쓰시네요. 한쪽 귀에 걸치고만 계심. 7천명이 넘었다는데. 빈자리 많은데 테이블 순서대로 앉으라고 소리소리 치고 매생이는 그냥그냥 평범한 맛 반찬도 그냥그럼 구지 거기 까지 가서 먹고 싶지 않네요/맛나요/음식이신선하고맛있어요
페리카나별내점,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6456889660586,127.125953125353,별내동%20페리카나별내점,https://m.place.naver.com/restaurant/38673646,경기 남양주시 별내중앙로 26 진영N타워 111호,4.38,/죠아요/바삭바삭 깔끔/맛잇어요/너무너무 맛있어용 ♡♡♡♡♡♡/맛잇어요/좋아요/좋아요/페리카나가 먹고싶어서 멀리서 포장하러갔는데.. 친절하셨어요:)/맛있어요/굿
이영커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6591538942722,127.127631360196,별내동%20이영커피,https://m.place.naver.com/restaurant/1377719328,경기 남양주시 두물로39번길 37 101호 이영커피,4.59,/늘 맛있고 사장님도 엄청 친절하시고 좋습니당/진짜 너무너무 맛있오요 크림짱/커피맛 있어요 인테리어도 예쁘구요/너무맛있어요~분위기도 좋아요/커피 진짜 맛있어요 사장님!/이영커피 짱맛 자꾸 딸래미가 크림 다뺏어먹어서 속상해여../사장님 너무 친절하시구 이영라떼 진짜 환상입니다!/커피가격이 조금씩 올랐어요.그래도 맛좋아요/커피특별하고 맛있어요./라떼가 맛있어요~
블랙앤쿡,한식,한식/백반/한정식,한식 음식점업,별내동,37.6477548035615,127.122642628828,별내동%20블랙앤쿡,https://m.place.naver.com/restaurant/1832077000,경기 남양주시 별내3로 84,,/무난히 한끼해결
프라이빗,양식,정통양식/경양식,서양식 음식점업,별내동,37.6575811100582,127.126958418015,별내동%20프라이빗,https://m.place.naver.com/restaurant/37049231,경기 남양주시 두물로27번길 18-9 1층,4.4,"/머쉬룸치즈파니니 세트 먹었습니다 ㅎㅎ 느끼할까봐 걱정했는데 전혀 그런거 없이 너무 맛있었구요 세트 시켰는데 양이 많네요 ㅎㅎ 파스타도 맛있었어요 ㅠㅠ 음식 나오는 시간만 잘 버티면 자주 갈 거 같습니다 감튀도 최고최고!!/브런치는 여기가 제일 맛있어요...집을 이사해서 지금은 멀지만 한번씩 생각나서 가끔 가는데 여기가 브런치중 구성이나 맛이 제일 이예요... 사장님 , 직원분 갈때마다 친절해서 좋아요^^/가족 브런치~ 맛있어요/친절하고 세트메뉴가 잘 되어있습니다. 다만 파니니가 잘 잘라지지 않아서 먹기 좀 힘들었습니다. 맛은 있습니다./브런치 맛있었습니다/사장님이 친절하시고 맛있어요!/분위기 있고 좋아요^^/-/고르곤졸라 파니니세트 먹었는데 맛있어요!! 치즈 가득들어있고 감자튀김이랑 소세지도 맛있네요:) 음료까지 세트로 나와서 좋았어요 잘먹었습니다/브런치하기 좋아요~~"
스틸러,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.651361937211,127.114599398415,별내동%20스틸러,https://m.place.naver.com/restaurant/1739658650,경기 남양주시 별내5로23번길 10 1층,4.41,/분위기좋아보여 들어간 카페 와우 커피 너무 맛나요 산미없고 구수한맛이 취향저격 깔끔하고 분위기는 왜케좋은지...자주갈듯.. 담엔 친구들이랑 수다 떨러 가야겠네요~/커피 맛있어서 자주 오는데 다른 것도 맛있어요! 장미청 에이드는 이벤트라서 시켜봤는데 맛있어서 놀랐어요!! 가게 분위기도 좋네요~/조용하고 커피도 맛잇지만 디저트 진짜 맛잇어요!! 동네에 이런곳 있어서 너무 좋네요🧡/더치 디카페인 있어서 좋네요~ 맛도 있어요. 테라스 자리에서 커피 마시기 좋은 것 같아요/넘 깔끔하고 조용하니 좋네요 커피도 맛있고 친절합니다😊/사장님도 친절하시구 커피도 넘 맛있어요~!~/카페인이 몸에 잘 안 맞는데 디카페인 커피도 있어서 좋아요! 르뱅쿠키 맛 고민하다가 둘 다 샀는데 옳은 선택👍💕/카페앞 놀리터에서 아이들과 놀다 아이들 음료 사먹였는데 에이드 맛있어요~ 자몽에이드 추천! /맛도 좋고 주차도 가능해서 좋아요./깔끔해요 조용해서 책읽기 괜찮을듯
아르티아고,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6508797023797,127.111579348075,별내동%20아르티아고,https://m.place.naver.com/restaurant/1617356654,경기 남양주시 불암로109번길 2 오션타워1층 106호,4.53,"/매번 배달 주문만하다가 매장 방문해서 직접 사왔어요 꼬끄후레이크는 넘 오랜만에 만나 반가운 마음에 집에 오는 길에 먹느라 적어보이는데 가득 가득 넣어주셨어요 ㅎㅎ 마카롱도 필링이 과하지 않고 맛있고 꼬끄도 잘 숙성되어 맛이 조화가 좋습니다! 몇년 째 애용중인 찐 맛집 ㅠ 사장님도 친절하시고 서비스도 새로운 맛 챙겨주셔서 항상 잘 먹고 있습니다~!! 번창하세용/뉴욕치즈케이크 마카롱 구워서 나왓다길래 사먹으러왓는데 역시 기대를 저버리지 않아요❤❤/마카롱 최애맛집이에요❤️ 너무 달지 않아서 더 좋아요 주위 친구들도 하나같이 맛있다곡ㅋ 사장님도 친절하시고, 완전 강추에요👍/마카롱도 맛있고 스콘도 맛있네요/굿/3년째 단골입니다 아이들이 맛있고 이쁘다고 너무좋아하는가게여요~/다맛있어요../굿/마카롱 달지않고 맛있어요 메뉴도 다양하고 먹어본 마카롱중 최고입니다!!! 최애맛집으로 저장 ♡/아직 크리스마스 에디션은 많이 없는거 같아요 ㅎㅎ 그래도 예뻤구 케이크 짱 기대됩니당~!~!~! 녹차 짱 맛이에용👍🏻👍🏻"
볼,한식,한식/백반/한정식,한식 음식점업,별내동,37.6587664335015,127.128848600224,별내동%20볼,https://m.place.naver.com/restaurant/13068233,경기 남양주시 불암산로59번길 48-31 산들소리,4.17,"/1. 양과 토끼가 있어서 아이들도 좋아해요. 2. 입장은 인당 6000원입니다. 음료로 교환을 해주니 가성비가 좋아요. 3. 36개월미만은 무료입니다. 4. 산책 하고 둘러볼 수 있는 길이 잘되어 있어요. 5. 둘레길도 걸어볼 수 있고 아이들이 뛰어놀 수 있는 루프탑 자리도 있어서 좋아요. 6. 모닥불이 2곳 있어서 마시멜로도 구워먹고 소시지도 구워볼 수 있어요. 7. 주차는 무료입니다. 도움이 되셨다면 팔로워 부탁드립니다. 감사합니다~^^/생각보다 엄청 넓어요 근데 할건 없구.. 산책하기 좋아요. 입장료는 커피값같네요 입구에서 길게 올라가지마시고 옆쪽으로 가면 토끼랑 염소, 다람쥐 있어요. 근데 염소들이 상태가 좀 안좋아서 불쌍했네요..ㅠ 다람쥐도 혼자였는데 집에서 혼자 챗바퀴처럼 도는모습이 안타까웟어요./수목원이라하기는 더 가뀌야할 듯 커피 한잔하러가는데 산책삼아라는 가벼운 기분으로나/근처에서 가족과 밥 먹고 소화시킬겸 들렸는데, 빵과 커피가 맛나서 더 채우고 나왔네요~ 풍경도 너무 좋고, 산책로도 넓고 사람들 많아도 겹치지 않아서 좋았어요/좋아요 입장권 커피로 바꿔먹을수 있어서요^^/급하게 먹다가 사진 찍음..분위기. 뷰. 모두모두 굿. . 음식도 맛나서. 싹다 비움. 메뉴는 직화 소불고기 쌈밥 한가지임./예쁜정원, 멋진풍경, 귀여운동물까지 정말 좋네요~~/당근은 안 사는게 좋고. 날씨가 한 몫 했음 산책하기좋음 올만함!/입장료가 음료교환권이라 괜찮아요ㅎ 당근은 2천원주고 사서 안에 염소랑 토끼주면 잘 먹어용/사람이 많이 다니지않는 뒷쪽 산길도 지인 언니와 둘이 걸었어요 ~~ 떨어진 솔잎의 향이 느껴지며 온통 연두,초록에 둘러싸여 걷는 기분은 힐링 그 자 체였습니다~~!"
더맛,제과제빵떡케익,제과점,제과점업,별내동,37.6660025111382,127.131393708651,별내동%20더맛,https://m.place.naver.com/restaurant/36357868,경기 남양주시 불암로109번길 4-33 101호,4.46,"/가격대비 다 풀떼기밖에 없네요 그냥 찌개백반집 갈껄ㅠ/가게 앞에 주차 3대 정도 가능한듯 들어와서 손소독, 손목체온체크, 입장명부쓰기 음식 다 맛있음~/좋아요/맛은있지만 양이 너무 적어요.ㅠ/매콤하면서 맛있어요 !!!!/반찬이 많이 나와서 좋아요/오늘은. 묵은지 추가해서 먹었어요 둘이먹는데 대시켰는데. 고기양이 너무 적어요 ㅠ 아쉽..../가면 늘 폭식해요 ... 너무 맛나요/배달 말고 가서 먹는거 강추 입니다/맛있어요"
경기떡집,제과제빵떡케익,떡전문,제과점업,별내동,37.6518807885898,127.111703413611,별내동%20경기떡집,https://m.place.naver.com/restaurant/1293095350,경기 남양주시 식송1로 24,4.49,/선물할 떡 구입하려 방문했는데 사장님께서 친절하게 설명해주셔서 좋았어요. 이티떡 너무 맛있어요. 또 방문할께요/친절하시고 떡도 너무 맛있을꺼 같아요❤/백설기 촉촉하니 적당히 단맛도 나고 맛잇네요/좋아요/맛있어요/단골집 ^^/맛난 떡집/승진기념으로 이티떡 준비하는 센스. 다들맛있다고해서 많이 홍보했습니다ㅋ/떡카페좋아요
별내청학동부침개,유흥주점,호프/맥주,기타 주점업,별내동,37.6454385434525,127.126205356664,별내동%20별내청학동부침개,https://m.place.naver.com/restaurant/1364368617,경기 남양주시 별내중앙로 24,,"/모든 메뉴가 다 좋아하는 메뉴라서 기분좋게 들어갔는데 옆자리와 다닥다닥 붙어있는 내부라 그런가.. 취한 옆손님의 언성높은 수다를 흡수해야 했고 , 주문한 음식은 대체적으로 늦게 나오더라고요 30분 이상 기다렸는데 주문도 잘못 들어가고~;; 삼겹살은 빨리 나오던데~ 그 외 다른 메뉴는 다른 테이 블도 몇번을 다시 얘기 하는거 같았어요 지하 주차장은 널널해요. /말해뭐해~엄마반찬처럼 다 맛있고!!분위기도 최고입니다:) 그냥 여기 좋아해요~맛있거든요!!분위기도 맛있어요~!!/고추장찌개 진짜 대존맛..... 계속 생각나네요 물론 다른 것들도 다 맛있습니다/고기도 맛있고 김치찌개 정말 맛있어요/굿/ㅅㄴㅊ/맛있어요!!/좋아요/메뉴 엄청 많아서 다음에 또 가려구요!! 너무 맛있었어요"
한우고기소,한식,기타고기요리,한식 음식점업,별내동,37.651866863929,127.112247546311,별내동%20한우고기소,https://m.place.naver.com/restaurant/1348886573,경기 남양주시 불암로109번길 4-30 한우고기소,4.3,"/고기가 입에 들어오자마자 혀에서 다 녹아내리는 바람에 사진이 없어서 아쉽네요. 정말 너무너무너무 맛있고 친절한 사장님 부부에 두번 놀라고 이 가 격에 이런 등심이라니.. 진짜 안가보신 분들, 특히 별내 주민여러분 꼭 가보시길 바랍니다. 전 별내 주민 된지 한참 됐는데 이제야 가보다니 ㅠㅠ 진짜 레 알 찐 소고기 맛집입니다!!! 서울에서도 이런 퀄리티의 부드럽고 마블링이 이토록 고소한집 드문데, 지인분들 데려가도 섭섭치 않을 등심이였습.../주차만 편했음 아쉬움 고기는 맛났어요/굿/사장님도 친절하시고 고기도 맛있어요/굿/굿/와 맘카페에서 추천해주시길래 방문 했어요 이런곳이 숨어있을 줄이야 고기 넘 맛있고 친절하시고 굉장히 쾌적하고 편안해서 아이랑 배 빵터지게 잘 먹구 왔어요 나오자마자 흡입하느라 사진이 없는데 다음방문엔 꼭 찍어둬야겠어요/맛굿/항상만족스러워요"
그리다,한식,한식/백반/한정식,한식 음식점업,별내동,37.657523528845,127.126483084685,별내동%20그리다,https://m.place.naver.com/restaurant/1627673584,경기 남양주시 별내5로23번길 18-23 101호,4.81,"/오^^ 딸과 함께 색칠공부도 하고.. 너무 정성스런 수채화크림라떼를 먹으며 제대로 힐링하고 갑니다. 카페 분위기도 넘 좋구요. 곳곳에 그림들을 감상할 수 있는 시간이었어요*^^* 별내에 오시면 수채화를 그리다 카페에 오셔서 즐겁게 그림도 그리고 맛있는 음료도 드시고 가세요!!/제 첫 이색 카페인데 지루하지 않고 정말 재밌는 시간 보내고 왔어요❤️ 매장도 청결하고 화장실도 깨끗해요 ㅎㅎ 음료도 정말 맛있는데 사장님까지 친 절하셔서 편안한 분위기에서 힐링 하고 왔네요ㅠㅠ 곳곳에 아기자기한 소품들로 꾸며진게 완전 취향 저격이었어요❤️ 소중한 시간 보낼 수 있게 해주 어서 감사합니다💛/수채화크림라떼는 거의 아트에요@-@훌륭합니다~!!ㅋㅋㅋ크로플 주문했는데 디저트도 맛있고 라떼도 다 맛있어요. 집근처라서 지나다니다가 궁금했는데 무엇보다 그림 그리면서 먹으니 재밌고 시간가는줄 몰랐네요ㅎㅎ담에 또 놀러올게요~~/숨겨진 집중도와 나만의 감성을 찾을 수 있는 시간! 음료도 맛있고, 디저트도 맛있었습니다✨ 카페 이름에 걸맞게, 각종 그림 도구가 있어 오랜만에 그림 색칠도 하며 편안한 시간을 보낼 수 있었어요 ㅎㅎ 그림 그리는 거 좋아하시는 분들께는 완전 강추입니다😆/특별한 데이트를 원한다면 추천드려요! 조용한 곳에서 서로 집중하며 색도 칠하고 너무 재미있어요! 밥먹고 영화보고 카페가는 데이트가 질렸다면 추천 쾅쾅! 사장님도 친절하시고 음료도 맛있어서 진짜 좋아요ㅎㅎ/아이랑 같이 왔는데 그림도 그리고 색칠할수있어서 좋아요♡ 사장님의 라떼 아트도 끝내주고 편안하게 커피도 마시고 가요^^ 조용하고 이색데이트 하기 좋은 장소로 추천해요/맨손으로 가서 그림그리며 색칠하며 재미있게 놀고 왔어요! 그림에 자신있다면 빈 종이, 색칠만 해보겠다면 컬러링을 선택하면 되더라구요. 카페명과 찰떡이라 곧 시그니처가 될 것 같은 수채화크림라떼도 넘 예쁘고 맛났어요 또 오겠습니다!/아이들과 같이 방문했는데 그림그리기도 할 수 있는 이색적인 카페라 너무좋았습니다. 카페거리처럼 어수선하지도 않고 조용하고 커피와 스무디 양도 많고 맛있어요. 사장님도 엄청 친절하세요/비 오는날 적적한 분위기 속에서 맛있는 커피 마시니 갬성 미쳤어요. 컬러링도 있어서 수채화랑 색연필로 그림도 직접 골라서 색칠하니 옛날 학창시절도 생각나고 너무 좋은 추억이 될 것 같네요! 사장님도 친절하시고 매장에서 흘러나오는 노래도 너무 취향저격… 브금 맛집 갬성 맛집입니다!!/남양주 별내 카페 중에 조용하고 편안한 분위기로 있을 수 있는 곳인 것 같아서 좋더라구요 😁👍 드로잉 카페라서 집중해서 그림 그릴 수도 있고 가볍 게 책읽기도 좋은 분위기예요! ㅎㅎ 커피도 가성비 좋아서 넘 좋고 엄청 친절하세요! 미술에 조예가 깊으신 것 같아서 인테리어도 신경 많이 쓰신 느낌 이에요 ㅎㅎ 주차도 앞에 할 수 있어서 가기 좋아용 👏👏"
제이글로벌앤,한식,한식/백반/한정식,한식 음식점업,별내동,37.6458850785005,127.125667533698,별내동%20제이글로벌앤,https://m.place.naver.com/restaurant/417499470,경기 남양주시 별내중앙로 30 10층 1006호,,
